SYMBOL,NAME OF COMPANY,ISIN NUMBER
CHOTHANI,Chothani Foods Limited,INE344X01016
SMRUTHIORG,Smruthi Organics Limited,INE172E01011
SHISHIND,Shish Industries Limited,INE145Y01023
ANG,ANG Lifesciences India Limited,INE236W01016
KCDGROUP,KCD Industries India Limited,INE185U01035
PROCLB,Pro Clb Global Limited,INE438C01010
PQIF,Polo Queen Industrial and Fintech Limited,INE689M01025
AAYUSHBULL,Aayush Art And Bullion Limited,INE777X01017
TTFL,Trident Texofab Limited,INE071Y01013
POOJA,Poojawestern Metaliks Limited,INE973X01012
SAYAJIIND,Sayaji Industries Limited,INE327G01032
VANTABIO,Vanta Bioscience Limited,INE695X01011
MEHAI,Mehai Technology Limited,INE062Y01020
SGRL,Shree Ganesh Remedies Limited,INE414Y01015
STL,Shreeji Translogistics Limited,INE402Y01028
KAARYAFSL,Kaarya Facilities and Services Limited,INE282Y01016
SBRANDS,Sanghvi Brands Limited,INE204Y01010
SHARIKA,Sharika Enterprises Limited,INE669Y01022
ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,INF109KB15Y7
ASPIRA,Aspira Pathlab & Diagnostics Limited,INE500C01017
RATNABHUMI,Ratnabhumi Developers Limited,INE821Y01011
MRCAGRO,MRC Agrotech Limited,INE333Y01017
DML,Diggi Multitrade Limited,INE158R01012
CRYSTAL,Crystal Business System Limited,INE994R01028
CHANDRIMA,Chandrima Mercantiles Limited,INE371F01024
RITHWIKFMS,Rithwik Facility Management Services Limited,INE819Y01015
JFL,Jhandewalas Foods Limited,INE841Y01019
7SEASL,7Seas Entertainment Limited,INE454F01010
TIRUFOAM,Tirupati Foam Limited,INE115G01015
SRUSTEELS,SRU Steels Limited,INE425C01017
GGL,Gautam Gems Limited,INE063Z01017
GUJHYSPIN,Gujarat Hy-Spin Limited,INE578V01013
KENVI,Kenvi Jewels Limited,INE923Y01023
IWP,The Indian Wood Products Company Limited,INE586E01020
TDSL,Tasty Dairy Specialities Limited,INE773Y01014
BHATIA,Bhatia Communications & Retail (India) Limited,INE341Z01025
YSL,The Yamuna Syndicate Limited,INE868X01014
KANCOTEA,Kanco Tea & Industries Limited,INE398L01017
ANGEL,Angel Fibers Limited,INE339Z01011
INFLAME,Inflame Appliances Limited,INE464Z01017
BPLPHARMA,Bharat Parenterals Limited,INE365Y01019
SHREESHAY,Shreeshay Engineers Limited,INE452Z01012
ACFL,Apex Capital And Finance Limited,INE758W01019
ACTIVE,Active Clothing Co Limited,INE380Z01015
BENARA,Benara Bearings and Pistons Limited,INE495Z01011
LEX,Lex Nimble Solutions Limited,INE860Y01019
TRL,Taylormade Renewables Limited,INE459Z01017
DLCL,Dr Lalchandani Labs Limited,INE871Z01013
BSE500IETF,ICICI Prudential BSE 500 ETF,INF109KC1V59
MILEFUR,Milestone Furniture Limited,INE424Z01011
UHZAVERI,U. H. Zaveri Limited,INE556Z01010
PARVATI,Parvati Sweetners and Power Limited,INE295Z01015
INNOVATORS,Innovators Facade Systems Limited,INE870Z01015
UCIL,Unifinz Capital India Limited,INE926R01012
PALMJEWELS,Palm Jewels Limited,INE838Z01012
WAA,Waa Solar Limited,INE799N01012
UNICK,Unick Fix-A-Form And Printers Limited,INE250G01010
RAJNISH,Rajnish Wellness Limited,INE685Z01033
GUJWIND,Gujarat Winding Systems Limited,INE173V01013
STRAEXPO,Sophia Traexpo Limited,INE268X01017
RAWEDGE,Raw Edge Industrial Solutions Limited,INE960Z01014
SUPERSHAKT,Supershakti Metaliks Limited,INE00SY01011
ASHNI,Ashnisha Industries Limited,INE694W01024
RACONTEUR,Raconteur Global Resources Limited,INE00WY01013
VIVANTA,Vivanta Industries Limited,INE299W01022
FRATELLI,Fratelli Vineyards Limited,INE401Z01019
AMINTAN,Amin Tannery Limited,INE572Z01017
DEEP,Deep Polymers Limited,INE00IY01012
SMEL,Sungold Media and Entertainment Limited,INE266S01011
NEXT50IETF,ICICI Prudential Nifty Next 50 ETF,INF109KC1NS5
ASRL,Add-Shop ERetail Limited,INE01B501018
SPACEINCUBA,Space Incubatrics Technologies Limited,INE797Z01028
RANJEET,Ranjeet Mechatronics Limited,INE01A501027
SETFSN50,SBI - ETF - SENSEX NEXT 50,INF200KA1VQ2
MACH,Mac Hotels Limited,INE004Z01011
INNOVATIVE,Innovative Ideals and Services (India) Limited,INE492Y01011
A1L,A-1 Limited,INE911Z01025
DOLFIN,Dolfin Rubbers Limited,INE666Y01010
SHUBHAM,Shubham Polyspin Limited,INE01J501010
SUNRETAIL,Sun Retail Limited,INE206Z01020
SMGOLD,S. M. Gold Limited,INE00Q901014
VIVIDM,Vivid Mercantile Limited,INE647Z01025
BCPL,BCPL Railway Infrastructure Limited,INE00SW01015
PHOSPHATE,The Phosphate Company Limited,INE398C01016
NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),INF769K01EG9
RONI,Roni Households Limited,INE02AP01013
SKIFL,Shree Krishna Infrastructure Limited,INE951Z01013
DGL,Diksha Greens Limited,INE01GR01018
ARYAN,Aryan Share and Stock Brokers Limited,INE016X01010
NIVAKA,Nivaka Fashions Limited,INE139E01028
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,INF209KB16D7
DECCAN,Deccan Health Care Limited,INE452W01019
HIKLASS,Hi-Klass Trading and Investment Limited,INE302R01024
SPACAPS,SPA Capital Services Limited,INE726X01014
JONJUA,Jonjua Overseas Limited,INE793Z01027
KRANTI,Kranti Industries Limited,INE911T01010
GLEAM,Gleam Fabmat Limited,INE03CM01014
MAHIP,Mahip Industries Limited,INE00CX01017
SNXT50BETA,UTI BSE Sensex Next 50 ETF,INF789F1AUU3
AIHL,Ambassador Intra Holdings Limited,INE342U01016
JYOTIN,Jyot International Marketing Limited,INE043R01016
AGOL,Ashapuri Gold Ornament Limited,INE05FR01029
HBEL,Humming Bird Education Limited,INE02PC01027
ROOPSHRI,Roopshri Resorts Limited,INE03WT01017
CHANDNIMACH,Chandni Machines Limited,INE01GZ01011
NSL,Northern Spirits Limited,INE01BL01012
VRFILMS,V R Films & Studios Limited,INE06LG01010
GKP,G. K. P. Printing & Packaging Limited,INE05QJ01015
EVANS,Evans Electric Limited,INE06TD01010
BMW,BMW Industries Limited,INE374E01021
AEPL,Artemis Electricals and Projects Limited,INE757T01025
CHCL,Cian Healthcare Limited,INE05BN01019
DEL,Dhanashree Electronics Limited,INE413F01016
HARISH,Harish Textile Engineers Limited,INE01K301012
PARSHVA,Parshva Enterprises Limited,INE05MV01019
ARL,Anand Rayons Limited,INE02GA01012
MURAE,Murae Organisor Limited,INE060601031
CPML,City Pulse Multiventures Limited,INE056001014
SKIEL,SK International Export Limited,INE04ST01013
BANKIETF,ICICI Prudential Nifty Bank ETF,INF109KC15I8
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,INF204KB15D0
PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,INF109KC18U7
TRANSPACT,Transpact Enterprises Limited,INE06YD01010
ALPHALOGIC,Alphalogic Techsys Limited,INE08E401029
NOVATEOR,Novateor Research Laboratories Limited,INE08JY01013
MISQUITA,Misquita Engineering Limited,INE957W01025
GALACTICO,Galactico Corporate Services Limited,INE906Y01028
VEL,Vaxfab Enterprises Limited,INE560T01015
GOBLIN,Goblin India Limited,INE492Z01018
SHAHLON,Shahlon Silk Industries Limited,INE052001026
ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,INF209KB17D5
MOUNT,Mount Housing and Infrastructure Limited,INE444X01014
ANUROOP,Anuroop Packaging Limited,INE490Z01012
EASUN,Easun Capital Markets Limited,INE771C01014
VALENCIA,Valencia Nutrition Limited,INE08RT01016
ASSAMENT,Assam Entrade Limited,INE165G01010
GIANLIFE,Gian Life Care Limited,INE063601012
MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF,INF109KC11W8
NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),INF769K01FN2
TRANWAY21,Tranway21 Technologies Limited,INE0BIW01023
VARDHANCFL,Vardhan Capital & Finance Limited,INE128G01018
CBPL,Chandra Bhagat Pharma Limited,INE07QQ01016
OCTAVIUSPL,Octavius Plantations Limited,INE117S01016
SMAUTO,SM Auto Stamping Limited,INE0C4I01011
ROJL,RO Jewels Limited,INE0BDU01028
COSPOWER,Cospower Engineering Limited,INE0CQB01010
NIRMITEE,Nirmitee Robotics India Limited,INE0CPQ01010
NATURAL,Natural Biocon (India) Limited,INE06MM01016
REGIS,Regis Industries Limited,INE745R01024
BILLWIN,Billwin Industries Limited,INE0CRS01012
BONLON,Bonlon Industries Limited,INE0B9A01018
ALPL30IETF,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,INF109KC17V7
ITIETF,ICICI Prudential Nifty IT ETF,INF109KC16I6
HDFCNIFBAN,HDFC Nifty Banking ETF,INF179KC1HY0
BANKBETA,UTI NIFTY BANK ETF,INF789F1AUV1
SAMRATFORG,Samrat Forgings Limited,INE412J01010
ADVAIT,Advait Energy Transitions Limited,INE0ALI01010
GMPL,G M Polyplast Limited,INE0E2801015
VGIL,Veer Global Infraconstruction Limited,INE244W01010
SHINEFASH,Shine Fashions (India) Limited,INE0BLY01023
ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF,INF769K01GS9
NETPIX,Net Pix Shorts Digital Media Limited,INE0D5F01013
INFRABEES,Nippon India ETF Nifty Infrastructure BeES,INF732E01268
RFLL,Rita Finance and Leasing Limited,INE018S01016
MRP,MRP Agro Limited,INE0D7801012
NIKSTECH,Niks Technology Limited,INE0GX601011
EKI,EKI Energy Services Limited,INE0CPR01018
RCAN,Rajeshwari Cans Limited,INE0CQ101015
JETMALL,Jetmall Spices and Masala Limited,INE0D9X01018
KGES,Kuberan Global Edu Solutions Limited,INE04CO01018
MAFANG,Mirae Asset NYSE FANG+ ETF,INF769K01HF4
HEALTHIETF,ICICI Prudential Nifty Healthcare ETF,INF109KC1Q72
ADESHWAR,Adeshwar Meditex Limited,INE0H8J01015
TIMESGREEN,Times Green Energy (India) Limited,INE0B6101012
AAPLUSTRAD,AA Plus Tradelink Limited,INE0C5901022
BFSI,Mirae Asset Nifty Financial Services ETF,INF769K01HI8
FMCGIETF,ICICI Prudential Nifty FMCG ETF,INF109KC19V3
SHARPLINE,Sharpline Broadcast Limited,INE647W01014
AASHKA,Aashka Hospitals Limited,INE0EAX01014
AXISTECETF,Axis NIFTY IT ETF,INF846K01Y96
AXISHCETF,Axis NIFTY Healthcare ETF,INF846K01Z12
NBL,Naapbooks Limited,INE0GOA01018
POBS,PlatinumOne Business Services Limited,INE0DTJ01015
AXISCETF,Axis NIFTY India Consumption ETF,INF846K016C7
PREVEST,Prevest Denpro Limited,INE0GAO01018
MASPTOP50,Mirae Asset S&P 500 Top 50 ETF,INF769K01HP3
SBLI,SBL Infratech Limited,INE0DLM01024
GETALONG,Getalong Enterprise Limited,INE0H1201020
SVRL,Shri Venkatesh Refineries Limited,INE0HLJ01013
PROMAX,Promax Power Limited,INE0I2F01015
SAMOR,Samor Reality Limited,INE0GD201014
ADISHAKTI,Adishakti Loha and Ispat Limited,INE0CWK01019
CWD,CWD Limited,INE0H8H01019
CONSUMIETF,ICICI Prudential Nifty India Consumption ETF,INF109KC1V42
EQUAL50ADD,DSP Nifty 50 Equal Weight ETF,INF740KA1QK2
SGFRL,Suyog Gurbaxani Funicular Ropeways Limited,INE07GA01011
OMNIPOTENT,Omnipotent Industries Limited,INE0JFE01012
DMR,DMR Engineering Limited,INE07L501010
MAHKTECH,Mirae Asset Hang Seng TECH ETF,INF769K01HS7
CLARA,Clara Industries Limited,INE0JJS01014
WITS,Wherrelz IT Solutions Limited,INE0IM001015
MONQ50,Motilal Oswal Nasdaq Q 50 ETF,INF247L01AU3
MIDQ50ADD,DSP Nifty Midcap 150 Quality 50 ETF,INF740KA1QL0
NIFTYADD,DSP Nifty 50 ETF,INF740KA1CL0
ASCENSIVE,Ascensive Educare Limited,INE0E4I01027
FABINO,Fabino Enterprises Limited,INE0DRT01018
AUTOIETF,ICICI Prudential Nifty Auto ETF,INF109KC10V2
ALKOSIGN,Alkosign Limited,INE0KA601012
MAKEINDIA,Mirae Asset Nifty India Manufacturing ETF,INF769K01IB1
QRIL,Quality RO Industries Limited,INE0KAF01018
SSTL,Safa Systems & Technologies Limited,INE0JNA01014
SPITZE,Maruti Interior Products Limited,INE0JSJ01014
MOMOMENTUM,Motilal Oswal Nifty 200 Momentum 30 ETF,INF247L01BK2
TECH,Aditya Birla Sunlife Nifty IT ETF,INF209KB11D8
HEALTHY,Aditya Birla Sun Life Nifty Healthcare ETF,INF209KB10C2
BSLNIFTY,Aditya Birla Sun Life Nifty 50 ETF,INF209KB19D1
EKENNIS,Ekennis Software Service Limited,INE0KCM01010
MIDCAPETF,Mirae Asset Nifty Midcap 150 ETF,INF769K01IC9
BCCL,Bhatia Colour Chem Limited,INE0KQ001017
ACHYUT,Achyut Healthcare Limited,INE0K1401020
EVOQ,Evoq Remedies Limited,INE0JVD01011
MOLOWVOL,Motilal Oswal S&P BSE Low Volatility ETF,INF247L01BL0
SEML,Sunrise Efficient Marketing Limited,INE0KPY01017
DHYAANITR,Dhyaani Tradeventtures Limited,INE0K5F01014
EIGHTY,Eighty Jewellers Limited,INE0KSN01014
SFSL,Shashwat Furnishing Solutions Limited,INE0JMN01019
GLHRL,Global Longlife Hospital and Research Limited,INE0J2K01014
FONE4,Fone4 Communications (India) Limited,INE0L3H01014
NVENTURES,Nanavati Ventures Limited,INE0E5R01017
TIERRA,Tierra Agrotech Limited,INE05CY01014
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Limited,INE0KXN01014
SCARNOSE,Scarnose International Limited,INE0IXR01019
GOEL,Goel Food Products Limited,INE0K6L01010
PGCRL,Pearl Green Clubs and Resorts Limited,INE0GTX01019
SAILANI,Sailani Tours N Travels Limited,INE0KHQ01010
KESAR,Kesar India Limited,INE0L1C01019
BRRL,B-Right Realestate Limited,INE0IZQ01016
JAYANT,Jayant Infratech Limited,INE0KR801019
VEERKRUPA,Veerkrupa Jewellers Limited,INE0ID001024
HEALTHYLIFE,Healthy Life Agritec Limited,INE0L3501015
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,INF247L01BB1
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,INF109KC17C7
HDFCNIF100,HDFC NIFTY 100 ETF,INF179KC1HR4
HDFCNEXT50,HDFC Mutual Fund,INF179KC1HS2
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,INF109KC16E5
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,INF209KB15K4
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,INF209KB14K7
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,INF247L01BE5
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,INF247L01BH8
OLATECH,Olatech Solutions Limited,INE0M3901015
NATURO,Naturo Indiabull Limited,INE0JNB01012
DPL,Dipna Pharmachem Limited,INE0MC401013
EPBIO,EP Biocomposites Limited,INE0D2I01014
VOEPL,Virtuoso Optoelectronics Limited,INE0I0T01010
SISL,Shantidoot Infra Services Limited,INE0LU301014
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,INF179KC1DL6
CONTAINE,Containe Technologies Limited,INE0M8901010
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,INF179KC1DJ0
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,INF179KC1DK8
MAFIA,Mafia Trends Limited,INE0KQQ01011
SRSOLimited,Silicon Rental Solutions Limited,INE0MNV01014
TLL,Trident Lifeline Limited,INE0MKA01014
REETECH,Reetech International Limited,INE0MKO01015
CARGOTRANS,Cargotrans Maritime Limited,INE0M4L01013
CNCRD,Concord Control Systems Limited,INE0N0J01014
INA,Insolation Energy Limited,INE0LGX01024
CARGOSOL,Cargosol Logistics Limited,INE0KZM01011
STML,Steelman Telecom Limited,INE0MSK01016
VEDANTASSET,Vedant Asset Limited,INE0NC801013
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,INF179KC1HU8
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,INF179KC1HV6
PACE,Pace E-Commerce Ventures Limited,INE0N1L01018
DAPS,DAPS Advertising Limited,INE975Z01012
TECHNOPACK,Technopack Polymers Limited,INE0MXP01015
HDFCNIFIT,HDFC NIFTY IT ETF,INF179KC1IA8
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,INF179KC1HZ7
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,INF109KC17L8
AMBOAGRI,Ambo Agritec Limited,INE0N6V01016
GARGI,PNGS Gargi Fashion Jewellery Limited,INE0NT601018
COMMOIETF,ICICI Prudential Nifty Commodities ETF,INF109KC19O8
DRONACHRYA,Droneacharya Aerial Innovations Limited,INE0MQD01015
AVEER,Aveer Foods Limited,INE09BN01011
BANKADD,DSP Nifty Bank ETF,INF740KA1RX3
REXSEAL,Rex Sealing and Packing Industries Limited,INE0MFT01014
SVS,SVS Ventures Limited,INE0MID01012
LOGICA,Logica Infoway Limited,INE0BSU01018
DHARNI,Dharni Capital Services Limited,INE0M9Q01011
TRANSVOY,Transvoy Logistics India Limited,INE0MPU01011
EARTH,Earthstahl & Alloys Limited,INE0O4V01010
ASHIKA,Ashika Credit Capital Limited,INE094B01013
INDONG,Indong Tea Company Limited,INE0KN201016
HDFCBSE500,HDFC S&P BSE 500 ETF,INF179KC1EZ4
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,INF179KC1FB2
HDFCMID150,HDFC NIFTY Midcap 150 ETF,INF179KC1HT0
SEALMATIC,Sealmatic India Limited,INE0O4601016
ROBU,Macfos Limited,INE0OLH01013
PATRON,Patron Exim Limited,INE0NPA01011
SVJ,S. V. J. ENTERPRISES Limited,INE0JZS01010
AMANAYA,Amanaya Ventures Limited,INE0G1V01016
RESGEN,Resgen Limited,INE0NYN01016
ITCONS,ITCONS E-Solutions Limited,INE0O6A01019
PCL,Prospect Consumer Products Limited,INE0OKG01017
PSUBNKIETF,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8
SUDARSHAN,Sudarshan Pharma Industries Limited,INE00TV01023
LABELKRAFT,Labelkraft Technologies Limited,INE0NLJ01011
BRIGHT,Bright Outdoor Media Limited,INE0OMI01019
COMMAND,Command Polymers Limited,INE0LKQ01012
DEVLAB,Dev Labtech Venture Limited,INE0NIJ01017
AXSENSEX,AXIS S&P BSE SENSEX ETF,INF846K010Q0
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,INF769K01JU9
JAFINANCE,J.A. Finance Limited,INE825B01010
MAIDEN,Maiden Forgings Limited,INE0O1T01010
EXHICON,Exhicon Events Media Solutions Limited,INE0O8901016
SANCODE,Sancode Technologies Limited,INE0P7001013
RETINA,Retina Paints Limited,INE0NTC01019
INNOKAIZ,Innokaiz India Limited,INE0LDI01022
SWATIPRO,Swati Projects Limited,INE210F01016
HSIL,Hemant Surgical Industries Limited,INE0GYI01028
CFF,CFF Fluid Control Limited,INE0NJ001013
COMRADE,Comrade Appliances Limited,INE0NXA01015
SONALIS,Sonalis Consumer Products Limited,INE0N5O01013
BIZOTIC,Bizotic Commercial Limited,INE0OJ401014
ASIAN,Asian Warehousing Limited,INE04Z101016
COSMICCRF,Cosmic CRF Limited,INE0ORA01015
VEEFIN,Veefin Solutions Limited,INE0Q0M01015
MACIND,Machhar Industries Limited,INE01BT01015
ITADD,DSP Nifty IT ETF,INF740KA1SX1
ALPHAIND,Alphalogic Industries Limited,INE0NZF01019
ACCELERATE,Acceleratebs India Limited,INE0POP01017
KAKA,Kaka Industries Limited,INE0P3N01018
AHASOLAR,Ahasolar Technologies Limited,INE0NEV01011
ASARFI,Asarfi Hospital Limited,INE0DN001027
BANKETF,Mirae Asset Nifty Bank ETF,INF769K01KR3
SENSEXADD,DSP BSE Sensex ETF,INF740KA1SZ6
PSUBANKADD,DSP Nifty PSU Bank ETF,INF740KA1SY9
PVTBANKADD,DSP Private Bank ETF,INF740KA1TA7
KHAZANCHI,Khazanchi Jewellers Limited,INE0OWC01011
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,INF109KC18V5
SHELTER,Shelter Pharma Limited,INE013V01011
SHOORA,Shoora Designs Limited,INE0OJZ01019
BONDADA,Bondada Engineering Limited,INE0Q8P01029
MIDCAPBETA,UTI NIFTY MIDCAP 150 ETF,INF789F1AYX9
SHRAAITECH,Shradha AI Technologies Limited,INE489B01031
KAHAN,Kahan Packaging Limited,INE04T901017
QUESTFLOW,Quest Flow Controls Limited,INE0OYE01013
TECHKGREEN,Techknowgreen Solutions Limited,INE0P4P01011
ARCL,ARCL Organics Limited,INE372M01010
ORGANICREC,Organic Recycling Systems Limited,INE0MIO01019
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,INF769K01KT9
CCAL,City Crops Agro Limited,INE0M7501019
SUNITATOOL,Sunita Tools Limited,INE0Q1S01010
VIVAA,Vivaa Tradecom Limited,INE0PA601017
ITETF,Mirae Asset Nifty IT ETF,INF769K01KV5
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,INF769K01KU7
VPL,Vrundavan Plantation Limited,INE0Q6901013
KKSHL,KK Shah Hospitals Limited,INE0OH401016
MISHDESIGN,Mish Designs Limited,INE0QI101019
ARROWHEAD,Arrowhead Seperation Engineering Limited,INE0PP401015
SPL,Swashthik Plascon Limited,INE0RDR01012
DEEPAKCHEM,Deepak Chemtex Limited,INE0RDM01013
AMIC,Amic Forging Limited,INE0P9J01013
SIYARAM,Siyaram Recycling Industries Limited,INE0QSK01017
BENCHMARK,Benchmark Computer Solutions Limited,INE0Q2Z01013
SMARITIME,Sahara Maritime Limited,INE0PSJ01011
SHANTIDENM,Shanti Spintex Limited,INE0QZQ01019
AIKPIPES,AIK Pipes and Polymers Limited,INE0QFT01015
MCPL,Manoj Ceramic Limited,INE0A6N01026
SBVCL,Shri Balaji Valve Components Limited,INE0RNZ01014
SHILINDORE,Sayaji Hotels (Indore) Limited,INE0MGS01014
SWANAGRO,New Swan Multitech Limited,INE0GEN01012
SHREE,Shree Marutinandan Tubes Limited,INE0QIS01011
SHPLPUNE,Sayaji Hotels (Pune) Limited,INE07G501017
QLL,Qualitek Labs Limited,INE0Q1R01012
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,INF0QA701722
BANKBETF,Bajaj Finserv Nifty Bank ETF,INF0QA701714
EUPHORIAIT,Euphoria Infotech (India) Limited,INE0PYT01018
BRISK,Brisk Technovision Limited,INE0Q6L01014
ITBETA,UTI NIFTY IT ETF,INF789F1AZD8
HARSHDEEP,Harshdeep Hortico Limited,INE0OLZ01015
MCFL,Mayank Cattle Food Limited,INE0R5Z01015
GPSL,Gabriel Pet Straps Limited,INE0QZF01012
HEALTHADD,DSP Nifty Healthcare ETF,INF740KA1UF4
HDFCPSUBK,HDFC Nifty PSU Bank ETF,INF179KC1HW4
JGTL,Jasch Gauging Technologies Limited,INE0QXV01014
RUDRAGAS,Rudra Gas Enterprise Limited,INE0OYK01010
LICNMID100,LIC MF Nifty Midcap 100 ETF,INF767K01RN1
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,INF769K01LC3
KOURA,Koura Fine Diamond Jewelry Limited,INE0M8R01011
PESB,Pune E - Stock Broking Limited,INE510U01018
ROYAL,Royal Sense Limited,INE0QQG01019
KPGEL,KP Green Engineering Limited,INE0QVH01025
CHATHA,Chatha Foods Limited,INE0AH901011
GCONNECT,Gconnect Logitech and Supply Chain Limited,INE0QHY01011
VRUDDHI,Vruddhi Engineering Works Limited,INE0OMZ01013
JAYKAILASH,Jay Kailash Namkeen Limited,INE0MSS01019
GVL,Greenhitech Ventures Limited,INE0S0701019
FAALCON,Faalcon Concepts Limited,INE0Q9W01015
SHIVAM,Shivam Chemicals Limited,INE0SGR01013
EMMFORCE,Emmforce Autotech Limited,INE0SDC01012
VARYAA,Varyaa Creations Limited,INE0R6801013
AMKAY,Amkay Products Limited,INE0QSB01016
